i,qV(1)/qC(0),Run 1 of 10,qV(1)/qC(0),Run 2 of 10,qV(1)/qC(0),Run 3 of 10,qV(1)/qC(0),Run 4 of 10,qV(1)/qC(0),Run 5 of 10,qV(1)/qC(0),Run 6 of 10,qV(1)/qC(0),Run 7 of 10,qV(1)/qC(0),Run 8 of 10,qV(1)/qC(0),Run 9 of 10,qV(1)/qC(0),Run 10 of 10
330,0,"Question{QuestionCommittee{λ=1921144467889943655776538901776657547245/1361129467683753853853498429727072845824, rank=8}}",0,"Question{QuestionCommittee{λ=1382652980540789847498872354076884973/332306998946228968225951765070086144, rank=8}}",0,"Question{QuestionCommittee{λ=3625949798080844542288301007429477335021/1361129467683753853853498429727072845824, rank=8}}",0,"Question{QuestionCommittee{λ=1435322472575538255363350816559894364141/1361129467683753853853498429727072845824, rank=8}}",0,"Question{QuestionCommittee{λ=747315096581004088792043744510607341/664613997892457936451903530140172288, rank=8}}",0,"Question{QuestionCommittee{λ=2154244040682795194764073386829261307885/1361129467683753853853498429727072845824, rank=8}}",0,"Question{QuestionCommittee{λ=3139322653220053581742522889675116380141/1361129467683753853853498429727072845824, rank=8}}",0,"Question{QuestionCommittee{λ=113987106381746258327900648877588461/83076749736557242056487941267521536, rank=8}}",0,"Question{QuestionCommittee{λ=3235212305628176474841120105267889962989/1361129467683753853853498429727072845824, rank=8}}",0,"Question{QuestionCommittee{λ=1596128893784179444809644053807637725165/1361129467683753853853498429727072845824, rank=8}}"
331,0,"Question{QuestionCommittee{λ=3842288935779887311553077803553315094509/2722258935367507707706996859454145691648, rank=8}}",0,"Question{QuestionCommittee{λ=2765305961081579694997744708153769965/664613997892457936451903530140172288, rank=8}}",0,"Question{QuestionCommittee{λ=7251899596161689084576602014858954670061/2722258935367507707706996859454145691648, rank=8}}",0,"Question{QuestionCommittee{λ=2870644945151076510726701633119788728301/2722258935367507707706996859454145691648, rank=8}}",0,"Question{QuestionCommittee{λ=1494630193162008177584087489021214701/1329227995784915872903807060280344576, rank=8}}",0,"Question{QuestionCommittee{λ=4308488081365590389528146773658522615789/2722258935367507707706996859454145691648, rank=8}}",0,"Question{QuestionCommittee{λ=6278645306440107163485045779350232760301/2722258935367507707706996859454145691648, rank=8}}",0,"Question{QuestionCommittee{λ=227974212763492516655801297755176941/166153499473114484112975882535043072, rank=8}}",0,"Question{QuestionCommittee{λ=6470424611256352949682240210535779925997/2722258935367507707706996859454145691648, rank=8}}",0,"Question{QuestionCommittee{λ=3192257787568358889619288107615275450349/2722258935367507707706996859454145691648, rank=8}}"
332,0,"Question{QuestionCommittee{λ=7684577871559774623106155607106630189037/5444517870735015415413993718908291383296, rank=8}}",0,"Question{QuestionCommittee{λ=5530611922163159389995489416307539949/1329227995784915872903807060280344576, rank=8}}",0,"Question{QuestionCommittee{λ=14503799192323378169153204029717909340141/5444517870735015415413993718908291383296, rank=8}}",0,"Question{QuestionCommittee{λ=5741289890302153021453403266239577456621/5444517870735015415413993718908291383296, rank=8}}",0,"Question{QuestionCommittee{λ=2989260386324016355168174978042429421/2658455991569831745807614120560689152, rank=8}}",0,"Question{QuestionCommittee{λ=8616976162731180779056293547317045231597/5444517870735015415413993718908291383296, rank=8}}",0,"Question{QuestionCommittee{λ=12557290612880214326970091558700465520621/5444517870735015415413993718908291383296, rank=8}}",0,"Question{QuestionCommittee{λ=455948425526985033311602595510353901/332306998946228968225951765070086144, rank=8}}",0,"Question{QuestionCommittee{λ=12940849222512705899364480421071559852013/5444517870735015415413993718908291383296, rank=8}}",0,"Question{QuestionCommittee{λ=6384515575136717779238576215230550900717/5444517870735015415413993718908291383296, rank=8}}"
333,0,"Question{QuestionCommittee{λ=15369155743119549246212311214213260378093/10889035741470030830827987437816582766592, rank=8}}",0,"Question{QuestionCommittee{λ=11061223844326318779990978832615079917/2658455991569831745807614120560689152, rank=8}}",0,"Question{QuestionCommittee{λ=29007598384646756338306408059435818680301/10889035741470030830827987437816582766592, rank=8}}",0,"Question{QuestionCommittee{λ=11482579780604306042906806532479154913261/10889035741470030830827987437816582766592, rank=8}}",0,"Question{QuestionCommittee{λ=5978520772648032710336349956084858861/5316911983139663491615228241121378304, rank=8}}",0,"Question{QuestionCommittee{λ=17233952325462361558112587094634090463213/10889035741470030830827987437816582766592, rank=8}}",0,"Question{QuestionCommittee{λ=25114581225760428653940183117400931041261/10889035741470030830827987437816582766592, rank=8}}",0,"Question{QuestionCommittee{λ=911896851053970066623205191020707821/664613997892457936451903530140172288, rank=8}}",0,"Question{QuestionCommittee{λ=25881698445025411798728960842143119704045/10889035741470030830827987437816582766592, rank=8}}",0,"Question{QuestionCommittee{λ=12769031150273435558477152430461101801453/10889035741470030830827987437816582766592, rank=8}}"
334,0,"Question{QuestionCommittee{λ=30738311486239098492424622428426520756205/21778071482940061661655974875633165533184, rank=8}}",0,"Question{QuestionCommittee{λ=22122447688652637559981957665230159853/5316911983139663491615228241121378304, rank=8}}",0,"Question{QuestionCommittee{λ=58015196769293512676612816118871637360621/21778071482940061661655974875633165533184, rank=8}}",0,"Question{QuestionCommittee{λ=22965159561208612085813613064958309826541/21778071482940061661655974875633165533184, rank=8}}",0,"Question{QuestionCommittee{λ=11957041545296065420672699912169717741/10633823966279326983230456482242756608, rank=8}}",0,"Question{QuestionCommittee{λ=34467904650924723116225174189268180926445/21778071482940061661655974875633165533184, rank=8}}",0,"Question{QuestionCommittee{λ=50229162451520857307880366234801862082541/21778071482940061661655974875633165533184, rank=8}}",0,"Question{QuestionCommittee{λ=1823793702107940133246410382041415661/1329227995784915872903807060280344576, rank=8}}",0,"Question{QuestionCommittee{λ=51763396890050823597457921684286239408109/21778071482940061661655974875633165533184, rank=8}}",0,"Question{QuestionCommittee{λ=25538062300546871116954304860922203602925/21778071482940061661655974875633165533184, rank=8}}"
335,0,"Question{QuestionCommittee{λ=61476622972478196984849244856853041512429/43556142965880123323311949751266331066368, rank=8}}",0,"Question{QuestionCommittee{λ=44244895377305275119963915330460319725/10633823966279326983230456482242756608, rank=8}}",0,"Question{QuestionCommittee{λ=116030393538587025353225632237743274721261/43556142965880123323311949751266331066368, rank=8}}",0,"Question{QuestionCommittee{λ=45930319122417224171627226129916619653101/43556142965880123323311949751266331066368, rank=8}}",0,"Question{QuestionCommittee{λ=23914083090592130841345399824339435501/21267647932558653966460912964485513216, rank=8}}",0,"Question{QuestionCommittee{λ=68935809301849446232450348378536361852909/43556142965880123323311949751266331066368, rank=8}}",0,"Question{QuestionCommittee{λ=100458324903041714615760732469603724165101/43556142965880123323311949751266331066368, rank=8}}",0,"Question{QuestionCommittee{λ=3647587404215880266492820764082831341/2658455991569831745807614120560689152, rank=8}}",0,"Question{QuestionCommittee{λ=103526793780101647194915843368572478816237/43556142965880123323311949751266331066368, rank=8}}",0,"Question{QuestionCommittee{λ=51076124601093742233908609721844407205869/43556142965880123323311949751266331066368, rank=8}}"
336,0,"Question{QuestionCommittee{λ=122953245944956393969698489713706083024877/87112285931760246646623899502532662132736, rank=8}}",0,"Question{QuestionCommittee{λ=88489790754610550239927830660920639469/21267647932558653966460912964485513216, rank=8}}",0,"Question{QuestionCommittee{λ=232060787077174050706451264475486549442541/87112285931760246646623899502532662132736, rank=8}}",0,"Question{QuestionCommittee{λ=91860638244834448343254452259833239306221/87112285931760246646623899502532662132736, rank=8}}",0,"Question{QuestionCommittee{λ=47828166181184261682690799648678871021/42535295865117307932921825928971026432, rank=8}}",0,"Question{QuestionCommittee{λ=137871618603698892464900696757072723705837/87112285931760246646623899502532662132736, rank=8}}",0,"Question{QuestionCommittee{λ=200916649806083429231521464939207448330221/87112285931760246646623899502532662132736, rank=8}}",0,"Question{QuestionCommittee{λ=7295174808431760532985641528165662701/5316911983139663491615228241121378304, rank=8}}",0,"Question{QuestionCommittee{λ=207053587560203294389831686737144957632493/87112285931760246646623899502532662132736, rank=8}}",0,"Question{QuestionCommittee{λ=102152249202187484467817219443688814411757/87112285931760246646623899502532662132736, rank=8}}"
337,0,"Question{QuestionCommittee{λ=245906491889912787939396979427412166049773/174224571863520493293247799005065324265472, rank=8}}",0,"Question{QuestionCommittee{λ=176979581509221100479855661321841278957/42535295865117307932921825928971026432, rank=8}}",0,"Question{QuestionCommittee{λ=464121574154348101412902528950973098885101/174224571863520493293247799005065324265472, rank=8}}",0,"Question{QuestionCommittee{λ=183721276489668896686508904519666478612461/174224571863520493293247799005065324265472, rank=8}}",0,"Question{QuestionCommittee{λ=95656332362368523365381599297357742061/85070591730234615865843651857942052864, rank=8}}",0,"Question{QuestionCommittee{λ=275743237207397784929801393514145447411693/174224571863520493293247799005065324265472, rank=8}}",0,"Question{QuestionCommittee{λ=401833299612166858463042929878414896660461/174224571863520493293247799005065324265472, rank=8}}",0,"Question{QuestionCommittee{λ=14590349616863521065971283056331325421/10633823966279326983230456482242756608, rank=8}}",0,"Question{QuestionCommittee{λ=414107175120406588779663373474289915265005/174224571863520493293247799005065324265472, rank=8}}",0,"Question{QuestionCommittee{λ=204304498404374968935634438887377628823533/174224571863520493293247799005065324265472, rank=8}}"
338,0,"Question{QuestionCommittee{λ=491812983779825575878793958854824332099565/348449143727040986586495598010130648530944, rank=8}}",0,"Question{QuestionCommittee{λ=353959163018442200959711322643682557933/85070591730234615865843651857942052864, rank=8}}",0,"Question{QuestionCommittee{λ=928243148308696202825805057901946197770221/348449143727040986586495598010130648530944, rank=8}}",0,"Question{QuestionCommittee{λ=367442552979337793373017809039332957224941/348449143727040986586495598010130648530944, rank=8}}",0,"Question{QuestionCommittee{λ=191312664724737046730763198594715484141/170141183460469231731687303715884105728, rank=8}}",0,"Question{QuestionCommittee{λ=551486474414795569859602787028290894823405/348449143727040986586495598010130648530944, rank=8}}",0,"Question{QuestionCommittee{λ=803666599224333716926085859756829793320941/348449143727040986586495598010130648530944, rank=8}}",0,"Question{QuestionCommittee{λ=29180699233727042131942566112662650861/21267647932558653966460912964485513216, rank=8}}",0,"Question{QuestionCommittee{λ=828214350240813177559326746948579830530029/348449143727040986586495598010130648530944, rank=8}}",0,"Question{QuestionCommittee{λ=408608996808749937871268877774755257647085/348449143727040986586495598010130648530944, rank=8}}"
339,0,"Question{QuestionCommittee{λ=983625967559651151757587917709648664199149/696898287454081973172991196020261297061888, rank=8}}",0,"Question{QuestionCommittee{λ=707918326036884401919422645287365115885/170141183460469231731687303715884105728, rank=8}}",0,"Question{QuestionCommittee{λ=1856486296617392405651610115803892395540461/696898287454081973172991196020261297061888, rank=8}}",0,"Question{QuestionCommittee{λ=734885105958675586746035618078665914449901/696898287454081973172991196020261297061888, rank=8}}",0,"Question{QuestionCommittee{λ=382625329449474093461526397189430968301/340282366920938463463374607431768211456, rank=8}}",0,"Question{QuestionCommittee{λ=1102972948829591139719205574056581789646829/696898287454081973172991196020261297061888, rank=8}}",0,"Question{QuestionCommittee{λ=1607333198448667433852171719513659586641901/696898287454081973172991196020261297061888, rank=8}}",0,"Question{QuestionCommittee{λ=58361398467454084263885132225325301741/42535295865117307932921825928971026432, rank=8}}",0,"Question{QuestionCommittee{λ=1656428700481626355118653493897159661060077/696898287454081973172991196020261297061888, rank=8}}",0,"Question{QuestionCommittee{λ=817217993617499875742537755549510515294189/696898287454081973172991196020261297061888, rank=8}}"
340,0,"Question{QuestionCommittee{λ=1967251935119302303515175835419297328398317/1393796574908163946345982392040522594123776, rank=8}}",0,"Question{QuestionCommittee{λ=1415836652073768803838845290574730231789/340282366920938463463374607431768211456, rank=8}}",0,"Question{QuestionCommittee{λ=3712972593234784811303220231607784791080941/1393796574908163946345982392040522594123776, rank=8}}",0,"Question{QuestionCommittee{λ=1469770211917351173492071236157331828899821/1393796574908163946345982392040522594123776, rank=8}}",0,"Question{QuestionCommittee{λ=765250658898948186923052794378861936621/680564733841876926926749214863536422912, rank=8}}",0,"Question{QuestionCommittee{λ=2205945897659182279438411148113163579293677/1393796574908163946345982392040522594123776, rank=8}}",0,"Question{QuestionCommittee{λ=3214666396897334867704343439027319173283821/1393796574908163946345982392040522594123776, rank=8}}",0,"Question{QuestionCommittee{λ=116722796934908168527770264450650603501/85070591730234615865843651857942052864, rank=8}}",0,"Question{QuestionCommittee{λ=3312857400963252710237306987794319322120173/1393796574908163946345982392040522594123776, rank=8}}",0,"Question{QuestionCommittee{λ=1634435987234999751485075511099021030588397/1393796574908163946345982392040522594123776, rank=8}}"
341,0,"Question{QuestionCommittee{λ=3934503870238604607030351670838594656796653/2787593149816327892691964784081045188247552, rank=8}}",0,"Question{QuestionCommittee{λ=2831673304147537607677690581149460463597/680564733841876926926749214863536422912, rank=8}}",0,"Question{QuestionCommittee{λ=7425945186469569622606440463215569582161901/2787593149816327892691964784081045188247552, rank=8}}",0,"Question{QuestionCommittee{λ=2939540423834702346984142472314663657799661/2787593149816327892691964784081045188247552, rank=8}}",0,"Question{QuestionCommittee{λ=1530501317797896373846105588757723873261/1361129467683753853853498429727072845824, rank=8}}",0,"Question{QuestionCommittee{λ=4411891795318364558876822296226327158587373/2787593149816327892691964784081045188247552, rank=8}}",0,"Question{QuestionCommittee{λ=6429332793794669735408686878054638346567661/2787593149816327892691964784081045188247552, rank=8}}",0,"Question{QuestionCommittee{λ=233445593869816337055540528901301207021/170141183460469231731687303715884105728, rank=8}}",0,"Question{QuestionCommittee{λ=6625714801926505420474613975588638644240365/2787593149816327892691964784081045188247552, rank=8}}",0,"Question{QuestionCommittee{λ=3268871974469999502970151022198042061176813/2787593149816327892691964784081045188247552, rank=8}}"
342,0,"Question{QuestionCommittee{λ=7869007740477209214060703341677189313593325/5575186299632655785383929568162090376495104, rank=8}}",0,"Question{QuestionCommittee{λ=5663346608295075215355381162298920927213/1361129467683753853853498429727072845824, rank=8}}",0,"Question{QuestionCommittee{λ=14851890372939139245212880926431139164323821/5575186299632655785383929568162090376495104, rank=8}}",0,"Question{QuestionCommittee{λ=5879080847669404693968284944629327315599341/5575186299632655785383929568162090376495104, rank=8}}",0,"Question{QuestionCommittee{λ=3061002635595792747692211177515447746541/2722258935367507707706996859454145691648, rank=8}}",0,"Question{QuestionCommittee{λ=8823783590636729117753644592452654317174765/5575186299632655785383929568162090376495104, rank=8}}",0,"Question{QuestionCommittee{λ=12858665587589339470817373756109276693135341/5575186299632655785383929568162090376495104, rank=8}}",0,"Question{QuestionCommittee{λ=466891187739632674111081057802602414061/340282366920938463463374607431768211456, rank=8}}",0,"Question{QuestionCommittee{λ=13251429603853010840949227951177277288480749/5575186299632655785383929568162090376495104, rank=8}}",0,"Question{QuestionCommittee{λ=6537743948939999005940302044396084122353645/5575186299632655785383929568162090376495104, rank=8}}"
343,0,"Question{QuestionCommittee{λ=15738015480954418428121406683354378627186669/11150372599265311570767859136324180752990208, rank=8}}",0,"Question{QuestionCommittee{λ=11326693216590150430710762324597841854445/2722258935367507707706996859454145691648, rank=8}}",0,"Question{QuestionCommittee{λ=29703780745878278490425761852862278328647661/11150372599265311570767859136324180752990208, rank=8}}",0,"Question{QuestionCommittee{λ=11758161695338809387936569889258654631198701/11150372599265311570767859136324180752990208, rank=8}}",0,"Question{QuestionCommittee{λ=6122005271191585495384422355030895493101/5444517870735015415413993718908291383296, rank=8}}",0,"Question{QuestionCommittee{λ=17647567181273458235507289184905308634349549/11150372599265311570767859136324180752990208, rank=8}}",0,"Question{QuestionCommittee{λ=25717331175178678941634747512218553386270701/11150372599265311570767859136324180752990208, rank=8}}",0,"Question{QuestionCommittee{λ=933782375479265348222162115605204828141/680564733841876926926749214863536422912, rank=8}}",0,"Question{QuestionCommittee{λ=26502859207706021681898455902354554576961517/11150372599265311570767859136324180752990208, rank=8}}",0,"Question{QuestionCommittee{λ=13075487897879998011880604088792168244707309/11150372599265311570767859136324180752990208, rank=8}}"
344,0,"Question{QuestionCommittee{λ=31476030961908836856242813366708757254373357/22300745198530623141535718272648361505980416, rank=8}}",0,"Question{QuestionCommittee{λ=22653386433180300861421524649195683708909/5444517870735015415413993718908291383296, rank=8}}",0,"Question{QuestionCommittee{λ=59407561491756556980851523705724556657295341/22300745198530623141535718272648361505980416, rank=8}}",0,"Question{QuestionCommittee{λ=23516323390677618775873139778517309262397421/22300745198530623141535718272648361505980416, rank=8}}",0,"Question{QuestionCommittee{λ=12244010542383170990768844710061790986221/10889035741470030830827987437816582766592, rank=8}}",0,"Question{QuestionCommittee{λ=35295134362546916471014578369810617268699117/22300745198530623141535718272648361505980416, rank=8}}",0,"Question{QuestionCommittee{λ=51434662350357357883269495024437106772541421/22300745198530623141535718272648361505980416, rank=8}}",0,"Question{QuestionCommittee{λ=1867564750958530696444324231210409656301/1361129467683753853853498429727072845824, rank=8}}",0,"Question{QuestionCommittee{λ=53005718415412043363796911804709109153923053/22300745198530623141535718272648361505980416, rank=8}}",0,"Question{QuestionCommittee{λ=26150975795759996023761208177584336489414637/22300745198530623141535718272648361505980416, rank=8}}"
345,0,"Question{QuestionCommittee{λ=62952061923817673712485626733417514508746733/44601490397061246283071436545296723011960832, rank=8}}",0,"Question{QuestionCommittee{λ=45306772866360601722843049298391367417837/10889035741470030830827987437816582766592, rank=8}}",0,"Question{QuestionCommittee{λ=118815122983513113961703047411449113314590701/44601490397061246283071436545296723011960832, rank=8}}",0,"Question{QuestionCommittee{λ=47032646781355237551746279557034618524794861/44601490397061246283071436545296723011960832, rank=8}}",0,"Question{QuestionCommittee{λ=24488021084766341981537689420123581972461/21778071482940061661655974875633165533184, rank=8}}",0,"Question{QuestionCommittee{λ=70590268725093832942029156739621234537398253/44601490397061246283071436545296723011960832, rank=8}}",0,"Question{QuestionCommittee{λ=102869324700714715766538990048874213545082861/44601490397061246283071436545296723011960832, rank=8}}",0,"Question{QuestionCommittee{λ=3735129501917061392888648462420819312621/2722258935367507707706996859454145691648, rank=8}}",0,"Question{QuestionCommittee{λ=106011436830824086727593823609418218307846125/44601490397061246283071436545296723011960832, rank=8}}",0,"Question{QuestionCommittee{λ=52301951591519992047522416355168672978829293/44601490397061246283071436545296723011960832, rank=8}}"
346,0,"Question{QuestionCommittee{λ=125904123847635347424971253466835029017493485/89202980794122492566142873090593446023921664, rank=8}}",0,"Question{QuestionCommittee{λ=90613545732721203445686098596782734835693/21778071482940061661655974875633165533184, rank=8}}",0,"Question{QuestionCommittee{λ=237630245967026227923406094822898226629181421/89202980794122492566142873090593446023921664, rank=8}}",0,"Question{QuestionCommittee{λ=94065293562710475103492559114069237049589741/89202980794122492566142873090593446023921664, rank=8}}",0,"Question{QuestionCommittee{λ=48976042169532683963075378840247163944941/43556142965880123323311949751266331066368, rank=8}}",0,"Question{QuestionCommittee{λ=141180537450187665884058313479242469074796525/89202980794122492566142873090593446023921664, rank=8}}",0,"Question{QuestionCommittee{λ=205738649401429431533077980097748427090165741/89202980794122492566142873090593446023921664, rank=8}}",0,"Question{QuestionCommittee{λ=7470259003834122785777296924841638625261/5444517870735015415413993718908291383296, rank=8}}",0,"Question{QuestionCommittee{λ=212022873661648173455187647218836436615692269/89202980794122492566142873090593446023921664, rank=8}}",0,"Question{QuestionCommittee{λ=104603903183039984095044832710337345957658605/89202980794122492566142873090593446023921664, rank=8}}"
347,0,"Question{QuestionCommittee{λ=251808247695270694849942506933670058034986989/178405961588244985132285746181186892047843328, rank=8}}",0,"Question{QuestionCommittee{λ=181227091465442406891372197193565469671405/43556142965880123323311949751266331066368, rank=8}}",0,"Question{QuestionCommittee{λ=475260491934052455846812189645796453258362861/178405961588244985132285746181186892047843328, rank=8}}",0,"Question{QuestionCommittee{λ=188130587125420950206985118228138474099179501/178405961588244985132285746181186892047843328, rank=8}}",0,"Question{QuestionCommittee{λ=97952084339065367926150757680494327889901/87112285931760246646623899502532662132736, rank=8}}",0,"Question{QuestionCommittee{λ=282361074900375331768116626958484938149593069/178405961588244985132285746181186892047843328, rank=8}}",0,"Question{QuestionCommittee{λ=411477298802858863066155960195496854180331501/178405961588244985132285746181186892047843328, rank=8}}",0,"Question{QuestionCommittee{λ=14940518007668245571554593849683277250541/10889035741470030830827987437816582766592, rank=8}}",0,"Question{QuestionCommittee{λ=424045747323296346910375294437672873231384557/178405961588244985132285746181186892047843328, rank=8}}",0,"Question{QuestionCommittee{λ=209207806366079968190089665420674691915317229/178405961588244985132285746181186892047843328, rank=8}}"
348,0,"Question{QuestionCommittee{λ=503616495390541389699885013867340116069973997/356811923176489970264571492362373784095686656, rank=8}}",0,"Question{QuestionCommittee{λ=362454182930884813782744394387130939342829/87112285931760246646623899502532662132736, rank=8}}",0,"Question{QuestionCommittee{λ=950520983868104911693624379291592906516725741/356811923176489970264571492362373784095686656, rank=8}}",0,"Question{QuestionCommittee{λ=376261174250841900413970236456276948198359021/356811923176489970264571492362373784095686656, rank=8}}",0,"Question{QuestionCommittee{λ=195904168678130735852301515360988655779821/174224571863520493293247799005065324265472, rank=8}}",0,"Question{QuestionCommittee{λ=564722149800750663536233253916969876299186157/356811923176489970264571492362373784095686656, rank=8}}",0,"Question{QuestionCommittee{λ=822954597605717726132311920390993708360663021/356811923176489970264571492362373784095686656, rank=8}}",0,"Question{QuestionCommittee{λ=29881036015336491143109187699366554501101/21778071482940061661655974875633165533184, rank=8}}",0,"Question{QuestionCommittee{λ=848091494646592693820750588875345746462769133/356811923176489970264571492362373784095686656, rank=8}}",0,"Question{QuestionCommittee{λ=418415612732159936380179330841349383830634477/356811923176489970264571492362373784095686656, rank=8}}"
349,0,"Question{QuestionCommittee{λ=1007232990781082779399770027734680232139948013/713623846352979940529142984724747568191373312, rank=8}}",0,"Question{QuestionCommittee{λ=724908365861769627565488788774261878685677/174224571863520493293247799005065324265472, rank=8}}",0,"Question{QuestionCommittee{λ=1901041967736209823387248758583185813033451501/713623846352979940529142984724747568191373312, rank=8}}",0,"Question{QuestionCommittee{λ=752522348501683800827940472912553896396718061/713623846352979940529142984724747568191373312, rank=8}}",0,"Question{QuestionCommittee{λ=391808337356261471704603030721977311559661/348449143727040986586495598010130648530944, rank=8}}",0,"Question{QuestionCommittee{λ=1129444299601501327072466507833939752598372333/713623846352979940529142984724747568191373312, rank=8}}",0,"Question{QuestionCommittee{λ=1645909195211435452264623840781987416721326061/713623846352979940529142984724747568191373312, rank=8}}",0,"Question{QuestionCommittee{λ=59762072030672982286218375398733109002221/43556142965880123323311949751266331066368, rank=8}}",0,"Question{QuestionCommittee{λ=1696182989293185387641501177750691492925538285/713623846352979940529142984724747568191373312, rank=8}}",0,"Question{QuestionCommittee{λ=836831225464319872760358661682698767661268973/713623846352979940529142984724747568191373312, rank=8}}"
350,0,"Question{QuestionCommittee{λ=2014465981562165558799540055469360464279896045/1427247692705959881058285969449495136382746624, rank=8}}",0,"Question{QuestionCommittee{λ=1449816731723539255130977577548523757371373/348449143727040986586495598010130648530944, rank=8}}",0,"Question{QuestionCommittee{λ=3802083935472419646774497517166371626066903021/1427247692705959881058285969449495136382746624, rank=8}}",0,"Question{QuestionCommittee{λ=1505044697003367601655880945825107792793436141/1427247692705959881058285969449495136382746624, rank=8}}",0,"Question{QuestionCommittee{λ=783616674712522943409206061443954623119341/696898287454081973172991196020261297061888, rank=8}}",0,"Question{QuestionCommittee{λ=2258888599203002654144933015667879505196744685/1427247692705959881058285969449495136382746624, rank=8}}",0,"Question{QuestionCommittee{λ=3291818390422870904529247681563974833442652141/1427247692705959881058285969449495136382746624, rank=8}}",0,"Question{QuestionCommittee{λ=119524144061345964572436750797466218004461/87112285931760246646623899502532662132736, rank=8}}",0,"Question{QuestionCommittee{λ=3392365978586370775283002355501382985851076589/1427247692705959881058285969449495136382746624, rank=8}}",0,"Question{QuestionCommittee{λ=1673662450928639745520717323365397535322537965/1427247692705959881058285969449495136382746624, rank=8}}"
351,0,"Question{QuestionCommittee{λ=4028931963124331117599080110938720928559792109/2854495385411919762116571938898990272765493248, rank=8}}",0,"Question{QuestionCommittee{λ=2899633463447078510261955155097047514742765/696898287454081973172991196020261297061888, rank=8}}",0,"Question{QuestionCommittee{λ=7604167870944839293548995034332743252133806061/2854495385411919762116571938898990272765493248, rank=8}}",0,"Question{QuestionCommittee{λ=3010089394006735203311761891650215585586872301/2854495385411919762116571938898990272765493248, rank=8}}",0,"Question{QuestionCommittee{λ=1567233349425045886818412122887909246238701/1393796574908163946345982392040522594123776, rank=8}}",0,"Question{QuestionCommittee{λ=4517777198406005308289866031335759010393489389/2854495385411919762116571938898990272765493248, rank=8}}",0,"Question{QuestionCommittee{λ=6583636780845741809058495363127949666885304301/2854495385411919762116571938898990272765493248, rank=8}}",0,"Question{QuestionCommittee{λ=239048288122691929144873501594932436008941/174224571863520493293247799005065324265472, rank=8}}",0,"Question{QuestionCommittee{λ=6784731957172741550566004711002765971702153197/2854495385411919762116571938898990272765493248, rank=8}}",0,"Question{QuestionCommittee{λ=3347324901857279491041434646730795070645075949/2854495385411919762116571938898990272765493248, rank=8}}"
352,0,"Question{QuestionCommittee{λ=8057863926248662235198160221877441857119584237/5708990770823839524233143877797980545530986496, rank=8}}",0,"Question{QuestionCommittee{λ=5799266926894157020523910310194095029485549/1393796574908163946345982392040522594123776, rank=8}}",0,"Question{QuestionCommittee{λ=15208335741889678587097990068665486504267612141/5708990770823839524233143877797980545530986496, rank=8}}",0,"Question{QuestionCommittee{λ=6020178788013470406623523783300431171173744621/5708990770823839524233143877797980545530986496, rank=8}}",0,"Question{QuestionCommittee{λ=3134466698850091773636824245775818492477421/2787593149816327892691964784081045188247552, rank=8}}",0,"Question{QuestionCommittee{λ=9035554396812010616579732062671518020786978797/5708990770823839524233143877797980545530986496, rank=8}}",0,"Question{QuestionCommittee{λ=13167273561691483618116990726255899333770608621/5708990770823839524233143877797980545530986496, rank=8}}",0,"Question{QuestionCommittee{λ=478096576245383858289747003189864872017901/348449143727040986586495598010130648530944, rank=8}}",0,"Question{QuestionCommittee{λ=13569463914345483101132009422005531943404306413/5708990770823839524233143877797980545530986496, rank=8}}",0,"Question{QuestionCommittee{λ=6694649803714558982082869293461590141290151917/5708990770823839524233143877797980545530986496, rank=8}}"
353,0,"Question{QuestionCommittee{λ=16115727852497324470396320443754883714239168493/11417981541647679048466287755595961091061972992, rank=8}}",0,"Question{QuestionCommittee{λ=11598533853788314041047820620388190058971117/2787593149816327892691964784081045188247552, rank=8}}",0,"Question{QuestionCommittee{λ=30416671483779357174195980137330973008535224301/11417981541647679048466287755595961091061972992, rank=8}}",0,"Question{QuestionCommittee{λ=12040357576026940813247047566600862342347489261/11417981541647679048466287755595961091061972992, rank=8}}",0,"Question{QuestionCommittee{λ=6268933397700183547273648491551636984954861/5575186299632655785383929568162090376495104, rank=8}}",0,"Question{QuestionCommittee{λ=18071108793624021233159464125343036041573957613/11417981541647679048466287755595961091061972992, rank=8}}",0,"Question{QuestionCommittee{λ=26334547123382967236233981452511798667541217261/11417981541647679048466287755595961091061972992, rank=8}}",0,"Question{QuestionCommittee{λ=956193152490767716579494006379729744035821/696898287454081973172991196020261297061888, rank=8}}",0,"Question{QuestionCommittee{λ=27138927828690966202264018844011063886808612845/11417981541647679048466287755595961091061972992, rank=8}}",0,"Question{QuestionCommittee{λ=13389299607429117964165738586923180282580303853/11417981541647679048466287755595961091061972992, rank=8}}"
