i,qV(1)/qC(0),Run 1 of 25,qV(1)/qC(0),Run 2 of 25,qV(1)/qC(0),Run 3 of 25,qV(1)/qC(0),Run 4 of 25,qV(1)/qC(0),Run 5 of 25,qV(1)/qC(0),Run 6 of 25,qV(1)/qC(0),Run 7 of 25,qV(1)/qC(0),Run 8 of 25,qV(1)/qC(0),Run 9 of 25,qV(1)/qC(0),Run 10 of 25,qV(1)/qC(0),Run 11 of 25,qV(1)/qC(0),Run 12 of 25,qV(1)/qC(0),Run 13 of 25,qV(1)/qC(0),Run 14 of 25,qV(1)/qC(0),Run 15 of 25,qV(1)/qC(0),Run 16 of 25,qV(1)/qC(0),Run 17 of 25,qV(1)/qC(0),Run 18 of 25,qV(1)/qC(0),Run 19 of 25,qV(1)/qC(0),Run 20 of 25,qV(1)/qC(0),Run 21 of 25,qV(1)/qC(0),Run 22 of 25,qV(1)/qC(0),Run 23 of 25,qV(1)/qC(0),Run 24 of 25,qV(1)/qC(0),Run 25 of 25
355,1,"Question{QuestionVoter{voter=Voter{16}, a=8, b=4}}",0,"Question{QuestionCommittee{λ=351260997/268435456, rank=4}}",1,"Question{QuestionVoter{voter=Voter{16}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{19}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{19}, a=10, b=8}}",1,"Question{QuestionVoter{voter=Voter{5}, a=10, b=5}}",0,"Question{QuestionCommittee{λ=10394039/8388608, rank=3}}",0,"Question{QuestionCommittee{λ=4639965933/4294967296, rank=2}}",0,"Question{QuestionCommittee{λ=119021/65536, rank=8}}",1,"Question{QuestionVoter{voter=Voter{4}, a=2, b=7}}",0,"Question{QuestionCommittee{λ=52503455/33554432, rank=3}}",0,"Question{QuestionCommittee{λ=2898363/2097152, rank=7}}",1,"Question{QuestionVoter{voter=Voter{12}, a=5, b=8}}",0,"Question{QuestionCommittee{λ=7053215/4194304, rank=5}}",1,"Question{QuestionVoter{voter=Voter{14}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{4}, a=10, b=3}}",0,"Question{QuestionCommittee{λ=685313/524288, rank=7}}",1,"Question{QuestionVoter{voter=Voter{13}, a=8, b=3}}",0,"Question{QuestionCommittee{λ=3022737/2097152, rank=5}}",1,"Question{QuestionVoter{voter=Voter{20}, a=9, b=10}}",1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=4}}",0,"Question{QuestionCommittee{λ=590167261/536870912, rank=1}}",1,"Question{QuestionVoter{voter=Voter{16}, a=10, b=9}}",0,"Question{QuestionCommittee{λ=1227119/1048576, rank=8}}"
356,1,"Question{QuestionVoter{voter=Voter{3}, a=3, b=2}}",1,"Question{QuestionVoter{voter=Voter{17}, a=4, b=3}}",0,"Question{QuestionCommittee{λ=83886061/4194304, rank=8}}",1,"Question{QuestionVoter{voter=Voter{12}, a=9, b=10}}",1,"Question{QuestionVoter{voter=Voter{13}, a=9, b=3}}",1,"Question{QuestionVoter{voter=Voter{10}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{5}, a=6, b=7}}",0,"Question{QuestionCommittee{λ=4959149/4194304, rank=2}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=3}}",0,"Question{QuestionCommittee{λ=74607195/67108864, rank=6}}",0,"Question{QuestionCommittee{λ=8424765/8388608, rank=4}}",1,"Question{QuestionVoter{voter=Voter{6}, a=5, b=2}}",1,"Question{QuestionVoter{voter=Voter{1}, a=2, b=6}}",1,"Question{QuestionVoter{voter=Voter{12}, a=9, b=2}}",1,"Question{QuestionVoter{voter=Voter{17}, a=2, b=5}}",0,"Question{QuestionCommittee{λ=9198711/8388608, rank=3}}",0,"Question{QuestionCommittee{λ=882571/524288, rank=6}}",0,"Question{QuestionCommittee{λ=30870903/16777216, rank=6}}",0,"Question{QuestionCommittee{λ=5238194081/4294967296, rank=5}}",0,"Question{QuestionCommittee{λ=2116779/2097152, rank=2}}",1,"Question{QuestionVoter{voter=Voter{2}, a=7, b=10}}",0,"Question{QuestionCommittee{λ=13271893/8388608, rank=7}}",0,"Question{QuestionCommittee{λ=298605/262144, rank=2}}",1,"Question{QuestionVoter{voter=Voter{4}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{6}, a=3, b=6}}"
357,1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=5}}",0,"Question{QuestionCommittee{λ=2779651/2097152, rank=6}}",0,"Question{QuestionCommittee{λ=2314762897/2147483648, rank=3}}",1,"Question{QuestionVoter{voter=Voter{13}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{17}, a=8, b=2}}",0,"Question{QuestionCommittee{λ=1593667/1048576, rank=4}}",0,"Question{QuestionCommittee{λ=5972077/4194304, rank=6}}",0,"Question{QuestionCommittee{λ=33395/32768, rank=6}}",0,"Question{QuestionCommittee{λ=35181/32768, rank=6}}",0,"Question{QuestionCommittee{λ=427133507/268435456, rank=7}}",0,"Question{QuestionCommittee{λ=13797/8192, rank=3}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{13}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{14}, a=4, b=7}}",0,"Question{QuestionCommittee{λ=37267583/33554432, rank=2}}",1,"Question{QuestionVoter{voter=Voter{5}, a=5, b=3}}",0,"Question{QuestionCommittee{λ=41149827/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=2975532711/536870912, rank=8}}",1,"Question{QuestionVoter{voter=Voter{4}, a=5, b=7}}",0,"Question{QuestionCommittee{λ=4233539/4194304, rank=2}}",0,"Question{QuestionCommittee{λ=9672824829/8589934592, rank=5}}",0,"Question{QuestionCommittee{λ=2391595/2097152, rank=2}}",1,"Question{QuestionVoter{voter=Voter{15}, a=9, b=8}}",0,"Question{QuestionCommittee{λ=96191195/67108864, rank=3}}",0,"Question{QuestionCommittee{λ=74339485/67108864, rank=3}}"
358,1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=7}}",0,"Question{QuestionCommittee{λ=593694269/536870912, rank=3}}",1,"Question{QuestionVoter{voter=Voter{2}, a=2, b=1}}",0,"Question{QuestionCommittee{λ=671088621/33554432, rank=8}}",1,"Question{QuestionVoter{voter=Voter{6}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{6}, a=4, b=8}}",0,"Question{QuestionCommittee{λ=11944135/8388608, rank=6}}",0,"Question{QuestionCommittee{λ=1262231/1048576, rank=1}}",1,"Question{QuestionVoter{voter=Voter{12}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{7}, a=4, b=1}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=6}}",0,"Question{QuestionCommittee{λ=5796707/4194304, rank=7}}",1,"Question{QuestionVoter{voter=Voter{8}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{9}, a=10, b=3}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=8}}",0,"Question{QuestionCommittee{λ=1765161/1048576, rank=6}}",1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=2}}",1,"Question{QuestionVoter{voter=Voter{18}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{5}, a=7, b=10}}",1,"Question{QuestionVoter{voter=Voter{2}, a=9, b=2}}",0,"Question{QuestionCommittee{λ=9081595/8388608, rank=4}}",1,"Question{QuestionVoter{voter=Voter{13}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{1}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{1}, a=3, b=4}}"
359,1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=8}}",1,"Question{QuestionVoter{voter=Voter{11}, a=5, b=1}}",1,"Question{QuestionVoter{voter=Voter{11}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{18}, a=4, b=9}}",0,"Question{QuestionCommittee{λ=5705507/4194304, rank=6}}",0,"Question{QuestionCommittee{λ=567475/524288, rank=2}}",0,"Question{QuestionCommittee{λ=20788097/16777216, rank=3}}",0,"Question{QuestionCommittee{λ=70381/65536, rank=6}}",1,"Question{QuestionVoter{voter=Voter{9}, a=7, b=8}}",0,"Question{QuestionCommittee{λ=18978689/16777216, rank=7}}",0,"Question{QuestionCommittee{λ=8401/8192, rank=2}}",0,"Question{QuestionCommittee{λ=71105101/33554432, rank=5}}",0,"Question{QuestionCommittee{λ=40704417/33554432, rank=3}}",0,"Question{QuestionCommittee{λ=4286169/4194304, rank=4}}",0,"Question{QuestionCommittee{λ=286674677/268435456, rank=2}}",0,"Question{QuestionCommittee{λ=82299635/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=1370645/1048576, rank=7}}",0,"Question{QuestionCommittee{λ=4515681/2097152, rank=8}}",1,"Question{QuestionVoter{voter=Voter{11}, a=10, b=4}}",1,"Question{QuestionVoter{voter=Voter{20}, a=5, b=4}}",0,"Question{QuestionCommittee{λ=147837213/134217728, rank=5}}",0,"Question{QuestionCommittee{λ=73289811/67108864, rank=3}}",0,"Question{QuestionCommittee{λ=220507/32768, rank=8}}",0,"Question{QuestionCommittee{λ=2454219/2097152, rank=8}}"
360,1,"Question{QuestionVoter{voter=Voter{10}, a=2, b=1}}",0,"Question{QuestionCommittee{λ=9632899/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=8974017/8388608, rank=2}}",1,"Question{QuestionVoter{voter=Voter{17}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{1}, a=7, b=3}}",1,"Question{QuestionVoter{voter=Voter{11}, a=9, b=6}}",0,"Question{QuestionCommittee{λ=6072587/4194304, rank=7}}",1,"Question{QuestionVoter{voter=Voter{6}, a=9, b=7}}",0,"Question{QuestionCommittee{λ=2109597/2097152, rank=3}}",0,"Question{QuestionCommittee{λ=102947/65536, rank=2}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=5}}",0,"Question{QuestionCommittee{λ=672525421/536870912, rank=5}}",1,"Question{QuestionVoter{voter=Voter{12}, a=10, b=6}}",1,"Question{QuestionVoter{voter=Voter{13}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{16}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{3}, a=9, b=2}}",1,"Question{QuestionVoter{voter=Voter{1}, a=9, b=2}}",1,"Question{QuestionVoter{voter=Voter{13}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{5}, a=10, b=4}}",1,"Question{QuestionVoter{voter=Voter{15}, a=9, b=2}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=9}}",0,"Question{QuestionCommittee{λ=11797911/8388608, rank=6}}",0,"Question{QuestionCommittee{λ=1180334503/1073741824, rank=1}}",0,"Question{QuestionCommittee{λ=1450635/1048576, rank=1}}",1,"Question{QuestionVoter{voter=Voter{20}, a=9, b=2}}"
361,0,"Question{QuestionCommittee{λ=39197793/33554432, rank=2}}",1,"Question{QuestionVoter{voter=Voter{8}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{5}, a=9, b=5}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=3}}",1,"Question{QuestionVoter{voter=Voter{6}, a=10, b=5}}",0,"Question{QuestionCommittee{λ=4823375/4194304, rank=3}}",0,"Question{QuestionCommittee{λ=137317075/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=4486581/4194304, rank=5}}",0,"Question{QuestionCommittee{λ=535441/524288, rank=1}}",1,"Question{QuestionVoter{voter=Voter{15}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{12}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{13}, a=8, b=5}}",0,"Question{QuestionCommittee{λ=80581099/67108864, rank=2}}",0,"Question{QuestionCommittee{λ=139869/131072, rank=3}}",1,"Question{QuestionVoter{voter=Voter{16}, a=5, b=3}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=4}}",0,"Question{QuestionCommittee{λ=1081807/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=696396489/536870912, rank=6}}",0,"Question{QuestionCommittee{λ=550755/524288, rank=3}}",1,"Question{QuestionVoter{voter=Voter{19}, a=5, b=4}}",1,"Question{QuestionVoter{voter=Voter{20}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{2}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{10}, a=7, b=4}}",1,"Question{QuestionVoter{voter=Voter{4}, a=10, b=3}}"
362,1,"Question{QuestionVoter{voter=Voter{10}, a=10, b=7}}",0,"Question{QuestionCommittee{λ=19265817/16777216, rank=8}}",1,"Question{QuestionVoter{voter=Voter{3}, a=7, b=10}}",1,"Question{QuestionVoter{voter=Voter{12}, a=7, b=1}}",0,"Question{QuestionCommittee{λ=2339953/2097152, rank=2}}",0,"Question{QuestionCommittee{λ=338270089/268435456, rank=5}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=6}}",0,"Question{QuestionCommittee{λ=66771/65536, rank=6}}",1,"Question{QuestionVoter{voter=Voter{20}, a=5, b=3}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{8}, a=8, b=4}}",0,"Question{QuestionCommittee{λ=18004711/16777216, rank=6}}",0,"Question{QuestionCommittee{λ=142210221/67108864, rank=5}}",1,"Question{QuestionVoter{voter=Voter{1}, a=5, b=6}}",0,"Question{QuestionCommittee{λ=93005617/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=34985721/33554432, rank=4}}",1,"Question{QuestionVoter{voter=Voter{14}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{3}, a=6, b=10}}",1,"Question{QuestionVoter{voter=Voter{17}, a=3, b=4}}",0,"Question{QuestionCommittee{λ=79753749/33554432, rank=4}}",1,"Question{QuestionVoter{voter=Voter{8}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=10}}",0,"Question{QuestionCommittee{λ=35360153/8388608, rank=6}}",1,"Question{QuestionVoter{voter=Voter{4}, a=2, b=1}}",1,"Question{QuestionVoter{voter=Voter{12}, a=1, b=10}}"
363,1,"Question{QuestionVoter{voter=Voter{1}, a=2, b=6}}",0,"Question{QuestionCommittee{λ=1187388519/1073741824, rank=3}}",1,"Question{QuestionVoter{voter=Voter{13}, a=7, b=4}}",0,"Question{QuestionCommittee{λ=10529/8192, rank=3}}",1,"Question{QuestionVoter{voter=Voter{1}, a=5, b=8}}",0,"Question{QuestionCommittee{λ=676540159/536870912, rank=5}}",1,"Question{QuestionVoter{voter=Voter{6}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=6}}",0,"Question{QuestionCommittee{λ=18949/16384, rank=7}}",0,"Question{QuestionCommittee{λ=205875/131072, rank=2}}",0,"Question{QuestionCommittee{λ=37957359/33554432, rank=7}}",1,"Question{QuestionVoter{voter=Voter{1}, a=9, b=7}}",0,"Question{QuestionCommittee{λ=11593395/8388608, rank=7}}",1,"Question{QuestionVoter{voter=Voter{11}, a=7, b=10}}",1,"Question{QuestionVoter{voter=Voter{9}, a=7, b=4}}",0,"Question{QuestionCommittee{λ=573349335/536870912, rank=2}}",1,"Question{QuestionVoter{voter=Voter{4}, a=6, b=1}}",1,"Question{QuestionVoter{voter=Voter{12}, a=4, b=9}}",0,"Question{QuestionCommittee{λ=10476388181/8589934592, rank=5}}",0,"Question{QuestionCommittee{λ=8467059/8388608, rank=2}}",0,"Question{QuestionCommittee{λ=70685/65536, rank=3}}",1,"Question{QuestionVoter{voter=Voter{16}, a=8, b=10}}",0,"Question{QuestionCommittee{λ=70720287/16777216, rank=6}}",0,"Question{QuestionCommittee{λ=3400077/2097152, rank=5}}",0,"Question{QuestionCommittee{λ=4908419/4194304, rank=8}}"
364,1,"Question{QuestionVoter{voter=Voter{20}, a=2, b=9}}",0,"Question{QuestionCommittee{λ=5559283/4194304, rank=6}}",1,"Question{QuestionVoter{voter=Voter{1}, a=6, b=10}}",0,"Question{QuestionCommittee{λ=47266181/33554432, rank=4}}",0,"Question{QuestionCommittee{λ=47280127/33554432, rank=1}}",1,"Question{QuestionVoter{voter=Voter{14}, a=6, b=7}}",1,"Question{QuestionVoter{voter=Voter{13}, a=5, b=2}}",0,"Question{QuestionCommittee{λ=1519588395/1073741824, rank=7}}",0,"Question{QuestionCommittee{λ=37917/32768, rank=7}}",1,"Question{QuestionVoter{voter=Voter{19}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{20}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{10}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{7}, a=6, b=7}}",1,"Question{QuestionVoter{voter=Voter{5}, a=3, b=2}}",1,"Question{QuestionVoter{voter=Voter{5}, a=3, b=2}}",1,"Question{QuestionVoter{voter=Voter{18}, a=3, b=1}}",0,"Question{QuestionCommittee{λ=37794567/33554432, rank=4}}",0,"Question{QuestionCommittee{λ=74502923/67108864, rank=4}}",0,"Question{QuestionCommittee{λ=30959481/16777216, rank=7}}",1,"Question{QuestionVoter{voter=Voter{4}, a=6, b=8}}",0,"Question{QuestionCommittee{λ=335544301/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=49734435/4194304, rank=8}}",0,"Question{QuestionCommittee{λ=141440593/33554432, rank=6}}",1,"Question{QuestionVoter{voter=Voter{18}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{16}, a=1, b=5}}"
365,1,"Question{QuestionVoter{voter=Voter{16}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{13}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{12}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{7}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{2}, a=3, b=9}}",0,"Question{QuestionCommittee{λ=1248209/1048576, rank=5}}",1,"Question{QuestionVoter{voter=Voter{2}, a=6, b=2}}",1,"Question{QuestionVoter{voter=Voter{17}, a=2, b=6}}",0,"Question{QuestionCommittee{λ=854267033/536870912, rank=7}}",0,"Question{QuestionCommittee{λ=1103513589/1073741824, rank=1}}",0,"Question{QuestionCommittee{λ=1163507/1048576, rank=1}}",1,"Question{QuestionVoter{voter=Voter{15}, a=8, b=1}}",0,"Question{QuestionCommittee{λ=1347/1024, rank=8}}",0,"Question{QuestionCommittee{λ=186011253/134217728, rank=8}}",0,"Question{QuestionCommittee{λ=28163061/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=67075/65536, rank=5}}",1,"Question{QuestionVoter{voter=Voter{15}, a=4, b=6}}",0,"Question{QuestionCommittee{λ=34801/32768, rank=2}}",0,"Question{QuestionCommittee{λ=6045455/4194304, rank=5}}",1,"Question{QuestionVoter{voter=Voter{17}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{10}, a=5, b=4}}",0,"Question{QuestionCommittee{λ=282881205/67108864, rank=6}}",0,"Question{QuestionCommittee{λ=7731579433/4294967296, rank=7}}",1,"Question{QuestionVoter{voter=Voter{18}, a=2, b=5}}"
366,0,"Question{QuestionCommittee{λ=1089103/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=38531653/33554432, rank=8}}",1,"Question{QuestionVoter{voter=Voter{7}, a=5, b=1}}",0,"Question{QuestionCommittee{λ=656471/524288, rank=5}}",0,"Question{QuestionCommittee{λ=278247665/134217728, rank=7}}",1,"Question{QuestionVoter{voter=Voter{12}, a=4, b=2}}",0,"Question{QuestionCommittee{λ=1134969/1048576, rank=2}}",1,"Question{QuestionVoter{voter=Voter{8}, a=9, b=2}}",0,"Question{QuestionCommittee{λ=69937147/67108864, rank=5}}",1,"Question{QuestionVoter{voter=Voter{5}, a=10, b=8}}",1,"Question{QuestionVoter{voter=Voter{13}, a=9, b=3}}",0,"Question{QuestionCommittee{λ=2327033/2097152, rank=1}}",1,"Question{QuestionVoter{voter=Voter{2}, a=8, b=9}}",0,"Question{QuestionCommittee{λ=2713/2048, rank=8}}",0,"Question{QuestionCommittee{λ=10496829/8388608, rank=1}}",0,"Question{QuestionCommittee{λ=69971423/67108864, rank=4}}",1,"Question{QuestionVoter{voter=Voter{16}, a=4, b=3}}",1,"Question{QuestionVoter{voter=Voter{8}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{13}, a=3, b=6}}",0,"Question{QuestionCommittee{λ=10681/8192, rank=8}}",0,"Question{QuestionCommittee{λ=671088621/33554432, rank=8}}",1,"Question{QuestionVoter{voter=Voter{6}, a=9, b=7}}",0,"Question{QuestionCommittee{λ=146579641/134217728, rank=3}}",1,"Question{QuestionVoter{voter=Voter{15}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=2}}"
367,0,"Question{QuestionCommittee{λ=78395605/67108864, rank=2}}",0,"Question{QuestionCommittee{λ=4934107/4194304, rank=1}}",0,"Question{QuestionCommittee{λ=167772141/8388608, rank=8}}",1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=8}}",0,"Question{QuestionCommittee{λ=1085987/1048576, rank=3}}",1,"Question{QuestionVoter{voter=Voter{17}, a=6, b=10}}",0,"Question{QuestionCommittee{λ=4660717277/4294967296, rank=4}}",0,"Question{QuestionCommittee{λ=8973181/8388608, rank=5}}",0,"Question{QuestionCommittee{λ=9279931885/8589934592, rank=2}}",0,"Question{QuestionCommittee{λ=10354937/8388608, rank=3}}",1,"Question{QuestionVoter{voter=Voter{17}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{4}, a=4, b=3}}",1,"Question{QuestionVoter{voter=Voter{12}, a=9, b=3}}",0,"Question{QuestionCommittee{λ=11947593/8388608, rank=6}}",0,"Question{QuestionCommittee{λ=74535185/67108864, rank=2}}",0,"Question{QuestionCommittee{λ=66619/65536, rank=5}}",1,"Question{QuestionVoter{voter=Voter{11}, a=10, b=1}}",1,"Question{QuestionVoter{voter=Voter{6}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{8}, a=5, b=4}}",0,"Question{QuestionCommittee{λ=1101529/1048576, rank=3}}",1,"Question{QuestionVoter{voter=Voter{6}, a=5, b=2}}",0,"Question{QuestionCommittee{λ=18163171/16777216, rank=4}}",0,"Question{QuestionCommittee{λ=293159263/268435456, rank=3}}",1,"Question{QuestionVoter{voter=Voter{6}, a=6, b=8}}",0,"Question{QuestionCommittee{λ=741816445/536870912, rank=7}}"
368,0,"Question{QuestionCommittee{λ=8711133/8388608, rank=7}}",0,"Question{QuestionCommittee{λ=702522013/536870912, rank=4}}",1,"Question{QuestionVoter{voter=Voter{7}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{13}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{17}, a=4, b=1}}",0,"Question{QuestionCommittee{λ=1353080337/1073741824, rank=5}}",0,"Question{QuestionCommittee{λ=23888251/16777216, rank=6}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=4}}",1,"Question{QuestionVoter{voter=Voter{7}, a=9, b=1}}",0,"Question{QuestionCommittee{λ=411731/262144, rank=2}}",0,"Question{QuestionCommittee{λ=27575/16384, rank=3}}",0,"Question{QuestionCommittee{λ=19704375/16777216, rank=8}}",0,"Question{QuestionCommittee{λ=196440695/134217728, rank=1}}",1,"Question{QuestionVoter{voter=Voter{12}, a=6, b=1}}",0,"Question{QuestionCommittee{λ=149070389/134217728, rank=2}}",0,"Question{QuestionCommittee{λ=56326103/33554432, rank=8}}",1,"Question{QuestionVoter{voter=Voter{8}, a=9, b=2}}",0,"Question{QuestionCommittee{λ=61741787/33554432, rank=6}}",1,"Question{QuestionVoter{voter=Voter{1}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{13}, a=8, b=5}}",0,"Question{QuestionCommittee{λ=5100053/4194304, rank=1}}",1,"Question{QuestionVoter{voter=Voter{16}, a=3, b=8}}",0,"Question{QuestionCommittee{λ=10749605/8388608, rank=5}}",0,"Question{QuestionCommittee{λ=311996547/268435456, rank=2}}",1,"Question{QuestionVoter{voter=Voter{13}, a=6, b=1}}"
369,1,"Question{QuestionVoter{voter=Voter{18}, a=9, b=1}}",1,"Question{QuestionVoter{voter=Voter{5}, a=6, b=10}}",1,"Question{QuestionVoter{voter=Voter{15}, a=3, b=1}}",0,"Question{QuestionCommittee{λ=569223/524288, rank=6}}",1,"Question{QuestionVoter{voter=Voter{6}, a=4, b=7}}",1,"Question{QuestionVoter{voter=Voter{17}, a=5, b=2}}",1,"Question{QuestionVoter{voter=Voter{15}, a=3, b=4}}",0,"Question{QuestionCommittee{λ=133523/131072, rank=6}}",0,"Question{QuestionCommittee{λ=29281483/8388608, rank=8}}",0,"Question{QuestionCommittee{λ=238061/131072, rank=8}}",0,"Question{QuestionCommittee{λ=75914737/67108864, rank=7}}",0,"Question{QuestionCommittee{λ=36009403/33554432, rank=6}}",1,"Question{QuestionVoter{voter=Voter{5}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{1}, a=10, b=9}}",1,"Question{QuestionVoter{voter=Voter{1}, a=4, b=3}}",0,"Question{QuestionCommittee{λ=112652187/67108864, rank=8}}",0,"Question{QuestionCommittee{λ=1079765455/536870912, rank=7}}",0,"Question{QuestionCommittee{λ=71391027/67108864, rank=2}}",0,"Question{QuestionCommittee{λ=49598811/33554432, rank=3}}",0,"Question{QuestionCommittee{λ=12090891/8388608, rank=5}}",1,"Question{QuestionVoter{voter=Voter{20}, a=2, b=10}}",0,"Question{QuestionCommittee{λ=295674445/268435456, rank=5}}",1,"Question{QuestionVoter{voter=Voter{9}, a=1, b=5}}",0,"Question{QuestionCommittee{λ=441033/65536, rank=8}}",0,"Question{QuestionCommittee{λ=83371173/67108864, rank=2}}"
370,0,"Question{QuestionCommittee{λ=91430251/67108864, rank=6}}",0,"Question{QuestionCommittee{λ=19633391/16777216, rank=5}}",0,"Question{QuestionCommittee{λ=17948053/16777216, rank=2}}",1,"Question{QuestionVoter{voter=Voter{6}, a=4, b=1}}",1,"Question{QuestionVoter{voter=Voter{20}, a=9, b=4}}",0,"Question{QuestionCommittee{λ=11410995/8388608, rank=6}}",1,"Question{QuestionVoter{voter=Voter{10}, a=6, b=2}}",1,"Question{QuestionVoter{voter=Voter{14}, a=8, b=1}}",0,"Question{QuestionCommittee{λ=1070901/1048576, rank=1}}",0,"Question{QuestionCommittee{λ=1708534085/1073741824, rank=7}}",1,"Question{QuestionVoter{voter=Voter{3}, a=4, b=10}}",0,"Question{QuestionCommittee{λ=39408731/33554432, rank=8}}",0,"Question{QuestionCommittee{λ=297722417/268435456, rank=2}}",1,"Question{QuestionVoter{voter=Voter{14}, a=7, b=1}}",1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=3}}",0,"Question{QuestionCommittee{λ=277097/262144, rank=1}}",1,"Question{QuestionVoter{voter=Voter{11}, a=6, b=4}}",0,"Question{QuestionCommittee{λ=123483593/67108864, rank=6}}",1,"Question{QuestionVoter{voter=Voter{10}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{14}, a=2, b=10}}",0,"Question{QuestionCommittee{λ=13915119/8388608, rank=1}}",1,"Question{QuestionVoter{voter=Voter{14}, a=8, b=3}}",0,"Question{QuestionCommittee{λ=2114081/2097152, rank=4}}",1,"Question{QuestionVoter{voter=Voter{19}, a=6, b=4}}"
