i,qV(1)/qC(0),Run 1 of 10,qV(1)/qC(0),Run 2 of 10,qV(1)/qC(0),Run 3 of 10,qV(1)/qC(0),Run 4 of 10,qV(1)/qC(0),Run 5 of 10,qV(1)/qC(0),Run 6 of 10,qV(1)/qC(0),Run 7 of 10,qV(1)/qC(0),Run 8 of 10,qV(1)/qC(0),Run 9 of 10,qV(1)/qC(0),Run 10 of 10
526,1,"Question{QuestionVoter{voter=Voter{2}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{17}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{24}, a=10, b=9}}",1,"Question{QuestionVoter{voter=Voter{22}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{25}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{17}, a=3, b=8}}",1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{2}, a=5, b=4}}",1,"Question{QuestionVoter{voter=Voter{22}, a=10, b=8}}"
527,1,"Question{QuestionVoter{voter=Voter{19}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{16}, a=9, b=2}}",1,"Question{QuestionVoter{voter=Voter{16}, a=3, b=1}}",1,"Question{QuestionVoter{voter=Voter{10}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{26}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{15}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{24}, a=5, b=4}}",1,"Question{QuestionVoter{voter=Voter{4}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{18}, a=7, b=2}}",1,"Question{QuestionVoter{voter=Voter{21}, a=6, b=5}}"
528,1,"Question{QuestionVoter{voter=Voter{17}, a=10, b=7}}",1,"Question{QuestionVoter{voter=Voter{12}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{15}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{19}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{27}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{12}, a=7, b=3}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{2}, a=2, b=6}}",1,"Question{QuestionVoter{voter=Voter{17}, a=5, b=1}}",1,"Question{QuestionVoter{voter=Voter{22}, a=6, b=1}}"
529,1,"Question{QuestionVoter{voter=Voter{7}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{2}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{27}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{3}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{26}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{24}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{13}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{12}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{1}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{30}, a=1, b=8}}"
530,1,"Question{QuestionVoter{voter=Voter{30}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{29}, a=2, b=6}}",1,"Question{QuestionVoter{voter=Voter{21}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{14}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{30}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{12}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{22}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{3}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{20}, a=7, b=2}}",1,"Question{QuestionVoter{voter=Voter{9}, a=9, b=8}}"
531,1,"Question{QuestionVoter{voter=Voter{22}, a=8, b=5}}",1,"Question{QuestionVoter{voter=Voter{19}, a=9, b=1}}",1,"Question{QuestionVoter{voter=Voter{23}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{9}, a=10, b=9}}",1,"Question{QuestionVoter{voter=Voter{30}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{9}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{25}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{16}, a=6, b=7}}",1,"Question{QuestionVoter{voter=Voter{27}, a=6, b=2}}",1,"Question{QuestionVoter{voter=Voter{4}, a=5, b=8}}"
532,1,"Question{QuestionVoter{voter=Voter{16}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{23}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{7}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{21}, a=9, b=10}}",0,"Question{QuestionCommittee{λ=45/16, rank=4}}",1,"Question{QuestionVoter{voter=Voter{20}, a=7, b=10}}",1,"Question{QuestionVoter{voter=Voter{25}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{26}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{24}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{27}, a=10, b=8}}"
533,1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{12}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{10}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{27}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{8}, a=9, b=6}}",1,"Question{QuestionVoter{voter=Voter{5}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{20}, a=4, b=7}}",1,"Question{QuestionVoter{voter=Voter{13}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{23}, a=6, b=8}}"
534,1,"Question{QuestionVoter{voter=Voter{24}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{7}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{12}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{5}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{10}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{16}, a=7, b=9}}",0,"Question{QuestionCommittee{λ=61/32, rank=1}}",1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{9}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{24}, a=6, b=8}}"
535,1,"Question{QuestionVoter{voter=Voter{22}, a=6, b=7}}",1,"Question{QuestionVoter{voter=Voter{12}, a=9, b=1}}",1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{13}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{9}, a=4, b=3}}",1,"Question{QuestionVoter{voter=Voter{25}, a=2, b=6}}",1,"Question{QuestionVoter{voter=Voter{6}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{18}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{29}, a=3, b=1}}",0,"Question{QuestionCommittee{λ=45/16, rank=3}}"
536,1,"Question{QuestionVoter{voter=Voter{25}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{15}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{16}, a=3, b=10}}",0,"Question{QuestionCommittee{λ=93/64, rank=2}}",0,"Question{QuestionCommittee{λ=45/16, rank=1}}",1,"Question{QuestionVoter{voter=Voter{10}, a=5, b=4}}",1,"Question{QuestionVoter{voter=Voter{7}, a=7, b=3}}",1,"Question{QuestionVoter{voter=Voter{7}, a=3, b=2}}",1,"Question{QuestionVoter{voter=Voter{10}, a=4, b=1}}"
537,1,"Question{QuestionVoter{voter=Voter{1}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{7}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{9}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{29}, a=10, b=8}}",1,"Question{QuestionVoter{voter=Voter{26}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{12}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{24}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{5}, a=5, b=2}}",1,"Question{QuestionVoter{voter=Voter{19}, a=6, b=5}}"
538,1,"Question{QuestionVoter{voter=Voter{27}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{25}, a=9, b=3}}",1,"Question{QuestionVoter{voter=Voter{7}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{23}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{18}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{24}, a=7, b=3}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{29}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{10}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{25}, a=3, b=1}}"
539,0,"Question{QuestionCommittee{λ=93/64, rank=4}}",1,"Question{QuestionVoter{voter=Voter{15}, a=3, b=8}}",1,"Question{QuestionVoter{voter=Voter{21}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{12}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{30}, a=7, b=1}}",1,"Question{QuestionVoter{voter=Voter{24}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{8}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{27}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{22}, a=2, b=1}}"
540,1,"Question{QuestionVoter{voter=Voter{6}, a=6, b=7}}",0,"Question{QuestionCommittee{λ=157/128, rank=2}}",1,"Question{QuestionVoter{voter=Voter{19}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{21}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{5}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{1}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{14}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{10}, a=10, b=9}}",1,"Question{QuestionVoter{voter=Voter{7}, a=4, b=1}}"
541,1,"Question{QuestionVoter{voter=Voter{26}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{17}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{25}, a=10, b=9}}",1,"Question{QuestionVoter{voter=Voter{27}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{25}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{19}, a=2, b=6}}",1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{13}, a=2, b=6}}",1,"Question{QuestionVoter{voter=Voter{24}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=1}}"
542,1,"Question{QuestionVoter{voter=Voter{2}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{22}, a=5, b=6}}",0,"Question{QuestionCommittee{λ=45/16, rank=1}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{12}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{15}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{26}, a=2, b=1}}",1,"Question{QuestionVoter{voter=Voter{17}, a=6, b=10}}",1,"Question{QuestionVoter{voter=Voter{14}, a=7, b=10}}",1,"Question{QuestionVoter{voter=Voter{30}, a=2, b=1}}"
543,0,"Question{QuestionCommittee{λ=45/16, rank=1}}",1,"Question{QuestionVoter{voter=Voter{1}, a=4, b=8}}",1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{29}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{5}, a=7, b=8}}",1,"Question{QuestionVoter{voter=Voter{28}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{25}, a=3, b=1}}",1,"Question{QuestionVoter{voter=Voter{30}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{26}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{3}, a=3, b=1}}"
544,1,"Question{QuestionVoter{voter=Voter{1}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{15}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{29}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{19}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{26}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{27}, a=9, b=6}}",1,"Question{QuestionVoter{voter=Voter{21}, a=6, b=10}}",1,"Question{QuestionVoter{voter=Voter{12}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{26}, a=6, b=9}}",0,"Question{QuestionCommittee{λ=61/32, rank=3}}"
545,0,"Question{QuestionCommittee{λ=61/32, rank=1}}",1,"Question{QuestionVoter{voter=Voter{22}, a=8, b=6}}",0,"Question{QuestionCommittee{λ=541/512, rank=3}}",1,"Question{QuestionVoter{voter=Voter{3}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{19}, a=4, b=8}}",1,"Question{QuestionVoter{voter=Voter{14}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{10}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{20}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{1}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{16}, a=6, b=4}}"
546,1,"Question{QuestionVoter{voter=Voter{26}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{15}, a=10, b=8}}",1,"Question{QuestionVoter{voter=Voter{28}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{18}, a=9, b=6}}",1,"Question{QuestionVoter{voter=Voter{14}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{26}, a=9, b=6}}",1,"Question{QuestionVoter{voter=Voter{14}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{5}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{17}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{23}, a=4, b=1}}"
547,1,"Question{QuestionVoter{voter=Voter{22}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{21}, a=5, b=8}}",1,"Question{QuestionVoter{voter=Voter{23}, a=10, b=9}}",1,"Question{QuestionVoter{voter=Voter{28}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{21}, a=4, b=7}}",1,"Question{QuestionVoter{voter=Voter{4}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{21}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{7}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{10}, a=10, b=5}}"
548,1,"Question{QuestionVoter{voter=Voter{25}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{16}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{16}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{5}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{25}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{5}, a=3, b=1}}",1,"Question{QuestionVoter{voter=Voter{20}, a=4, b=8}}",1,"Question{QuestionVoter{voter=Voter{20}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=8}}"
549,1,"Question{QuestionVoter{voter=Voter{8}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{21}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{21}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{4}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{11}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{19}, a=7, b=1}}",1,"Question{QuestionVoter{voter=Voter{26}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{10}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{4}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{24}, a=1, b=8}}"
550,1,"Question{QuestionVoter{voter=Voter{14}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{12}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{28}, a=10, b=9}}",1,"Question{QuestionVoter{voter=Voter{25}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{22}, a=3, b=8}}",1,"Question{QuestionVoter{voter=Voter{2}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{20}, a=6, b=1}}",1,"Question{QuestionVoter{voter=Voter{4}, a=2, b=1}}",1,"Question{QuestionVoter{voter=Voter{3}, a=10, b=9}}",1,"Question{QuestionVoter{voter=Voter{28}, a=6, b=5}}"
551,1,"Question{QuestionVoter{voter=Voter{9}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{28}, a=3, b=8}}",0,"Question{QuestionCommittee{λ=45/16, rank=4}}",1,"Question{QuestionVoter{voter=Voter{22}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{17}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{7}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{24}, a=7, b=10}}",1,"Question{QuestionVoter{voter=Voter{30}, a=4, b=8}}",1,"Question{QuestionVoter{voter=Voter{17}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{1}, a=8, b=5}}"
552,1,"Question{QuestionVoter{voter=Voter{2}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{27}, a=4, b=8}}",1,"Question{QuestionVoter{voter=Voter{27}, a=10, b=9}}",0,"Question{QuestionCommittee{λ=61/32, rank=2}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{21}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{30}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{19}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{7}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{14}, a=2, b=1}}"
553,1,"Question{QuestionVoter{voter=Voter{22}, a=8, b=10}}",0,"Question{QuestionCommittee{λ=61/32, rank=1}}",1,"Question{QuestionVoter{voter=Voter{3}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{25}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{13}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{20}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{18}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{28}, a=4, b=8}}",1,"Question{QuestionVoter{voter=Voter{9}, a=7, b=2}}",1,"Question{QuestionVoter{voter=Voter{22}, a=1, b=5}}"
554,1,"Question{QuestionVoter{voter=Voter{10}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{5}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{9}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{11}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{14}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{20}, a=4, b=10}}",0,"Question{QuestionCommittee{λ=61/32, rank=2}}",1,"Question{QuestionVoter{voter=Voter{15}, a=5, b=2}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=5}}"
555,1,"Question{QuestionVoter{voter=Voter{24}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{9}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{8}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{12}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{17}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{10}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{6}, a=7, b=10}}",1,"Question{QuestionVoter{voter=Voter{22}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{30}, a=3, b=2}}",1,"Question{QuestionVoter{voter=Voter{5}, a=5, b=1}}"
556,1,"Question{QuestionVoter{voter=Voter{15}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{2}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{7}, a=10, b=2}}",1,"Question{QuestionVoter{voter=Voter{9}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{5}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{17}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{30}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{8}, a=3, b=2}}",1,"Question{QuestionVoter{voter=Voter{9}, a=6, b=10}}"
557,1,"Question{QuestionVoter{voter=Voter{15}, a=8, b=1}}",1,"Question{QuestionVoter{voter=Voter{29}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{10}, a=5, b=2}}",1,"Question{QuestionVoter{voter=Voter{23}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{2}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{24}, a=8, b=4}}",1,"Question{QuestionVoter{voter=Voter{16}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{4}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{22}, a=1, b=9}}"
558,0,"Question{QuestionCommittee{λ=45/16, rank=5}}",1,"Question{QuestionVoter{voter=Voter{1}, a=8, b=5}}",1,"Question{QuestionVoter{voter=Voter{19}, a=6, b=2}}",1,"Question{QuestionVoter{voter=Voter{13}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{5}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{11}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{30}, a=2, b=4}}",1,"Question{QuestionVoter{voter=Voter{17}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{4}, a=6, b=2}}",1,"Question{QuestionVoter{voter=Voter{21}, a=6, b=7}}"
559,1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{27}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{15}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{29}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{19}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{21}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{12}, a=9, b=5}}",1,"Question{QuestionVoter{voter=Voter{20}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{24}, a=3, b=2}}",1,"Question{QuestionVoter{voter=Voter{13}, a=6, b=9}}"
560,1,"Question{QuestionVoter{voter=Voter{12}, a=3, b=7}}",0,"Question{QuestionCommittee{λ=285/256, rank=2}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{19}, a=7, b=6}}",1,"Question{QuestionVoter{voter=Voter{14}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{24}, a=3, b=8}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{2}, a=4, b=6}}",1,"Question{QuestionVoter{voter=Voter{6}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{19}, a=2, b=9}}"
561,1,"Question{QuestionVoter{voter=Voter{8}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{20}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{17}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{13}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{16}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{28}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{19}, a=6, b=2}}",1,"Question{QuestionVoter{voter=Voter{15}, a=2, b=1}}"
562,0,"Question{QuestionCommittee{λ=61/32, rank=5}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{27}, a=3, b=1}}",1,"Question{QuestionVoter{voter=Voter{6}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{3}, a=10, b=8}}",1,"Question{QuestionVoter{voter=Voter{19}, a=7, b=4}}",1,"Question{QuestionVoter{voter=Voter{16}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{5}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{29}, a=10, b=2}}",1,"Question{QuestionVoter{voter=Voter{8}, a=9, b=8}}"
563,1,"Question{QuestionVoter{voter=Voter{30}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{15}, a=2, b=6}}",1,"Question{QuestionVoter{voter=Voter{14}, a=6, b=7}}",1,"Question{QuestionVoter{voter=Voter{5}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{15}, a=10, b=8}}",1,"Question{QuestionVoter{voter=Voter{29}, a=10, b=4}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{2}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{8}, a=4, b=2}}",1,"Question{QuestionVoter{voter=Voter{4}, a=6, b=1}}"
564,1,"Question{QuestionVoter{voter=Voter{4}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{4}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{21}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{25}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{24}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{26}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{30}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{27}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{23}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{1}, a=6, b=4}}"
565,1,"Question{QuestionVoter{voter=Voter{8}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{15}, a=10, b=6}}",1,"Question{QuestionVoter{voter=Voter{21}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{29}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{5}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{22}, a=7, b=9}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{18}, a=6, b=10}}",1,"Question{QuestionVoter{voter=Voter{5}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{1}, a=6, b=9}}"
