i,qV(1)/qC(0),Run 1 of 10,qV(1)/qC(0),Run 2 of 10,qV(1)/qC(0),Run 3 of 10,qV(1)/qC(0),Run 4 of 10,qV(1)/qC(0),Run 5 of 10,qV(1)/qC(0),Run 6 of 10,qV(1)/qC(0),Run 7 of 10,qV(1)/qC(0),Run 8 of 10,qV(1)/qC(0),Run 9 of 10,qV(1)/qC(0),Run 10 of 10
423,1,"Question{QuestionVoter{voter=Voter{9}, a=11, b=9}}",0,"Question{QuestionCommittee{λ=37/8, rank=5}}",1,"Question{QuestionVoter{voter=Voter{18}, a=14, b=9}}",1,"Question{QuestionVoter{voter=Voter{15}, a=7, b=14}}",1,"Question{QuestionVoter{voter=Voter{15}, a=8, b=3}}",1,"Question{QuestionVoter{voter=Voter{25}, a=15, b=12}}",1,"Question{QuestionVoter{voter=Voter{9}, a=14, b=11}}",1,"Question{QuestionVoter{voter=Voter{26}, a=5, b=11}}",1,"Question{QuestionVoter{voter=Voter{27}, a=6, b=8}}",1,"Question{QuestionVoter{voter=Voter{7}, a=14, b=9}}"
424,1,"Question{QuestionVoter{voter=Voter{22}, a=15, b=9}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{16}, a=5, b=2}}",1,"Question{QuestionVoter{voter=Voter{9}, a=5, b=14}}",1,"Question{QuestionVoter{voter=Voter{13}, a=2, b=12}}",1,"Question{QuestionVoter{voter=Voter{9}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{8}, a=6, b=11}}",1,"Question{QuestionVoter{voter=Voter{18}, a=2, b=11}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=15}}"
425,1,"Question{QuestionVoter{voter=Voter{11}, a=15, b=9}}",1,"Question{QuestionVoter{voter=Voter{25}, a=6, b=13}}",1,"Question{QuestionVoter{voter=Voter{2}, a=14, b=5}}",1,"Question{QuestionVoter{voter=Voter{6}, a=15, b=12}}",1,"Question{QuestionVoter{voter=Voter{6}, a=8, b=14}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{16}, a=1, b=8}}",1,"Question{QuestionVoter{voter=Voter{2}, a=6, b=11}}",1,"Question{QuestionVoter{voter=Voter{8}, a=3, b=11}}",1,"Question{QuestionVoter{voter=Voter{16}, a=8, b=15}}"
426,1,"Question{QuestionVoter{voter=Voter{12}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{14}, a=14, b=2}}",1,"Question{QuestionVoter{voter=Voter{25}, a=15, b=3}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=14}}",1,"Question{QuestionVoter{voter=Voter{10}, a=15, b=7}}",1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=11}}",1,"Question{QuestionVoter{voter=Voter{13}, a=2, b=11}}",1,"Question{QuestionVoter{voter=Voter{30}, a=6, b=11}}",1,"Question{QuestionVoter{voter=Voter{26}, a=1, b=15}}"
427,1,"Question{QuestionVoter{voter=Voter{21}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{24}, a=1, b=14}}",1,"Question{QuestionVoter{voter=Voter{15}, a=6, b=15}}",1,"Question{QuestionVoter{voter=Voter{2}, a=15, b=3}}",1,"Question{QuestionVoter{voter=Voter{17}, a=8, b=14}}",1,"Question{QuestionVoter{voter=Voter{13}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{24}, a=8, b=11}}",1,"Question{QuestionVoter{voter=Voter{30}, a=1, b=11}}",1,"Question{QuestionVoter{voter=Voter{17}, a=6, b=11}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=15}}"
428,1,"Question{QuestionVoter{voter=Voter{19}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=14}}",1,"Question{QuestionVoter{voter=Voter{7}, a=2, b=11}}",1,"Question{QuestionVoter{voter=Voter{5}, a=9, b=3}}",1,"Question{QuestionVoter{voter=Voter{21}, a=8, b=11}}",1,"Question{QuestionVoter{voter=Voter{19}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{14}, a=3, b=11}}",1,"Question{QuestionVoter{voter=Voter{5}, a=3, b=11}}",1,"Question{QuestionVoter{voter=Voter{18}, a=2, b=12}}",1,"Question{QuestionVoter{voter=Voter{29}, a=3, b=15}}"
429,1,"Question{QuestionVoter{voter=Voter{17}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{13}, a=1, b=14}}",1,"Question{QuestionVoter{voter=Voter{9}, a=12, b=11}}",1,"Question{QuestionVoter{voter=Voter{10}, a=15, b=3}}",0,"Question{QuestionCommittee{λ=31/2, rank=4}}",1,"Question{QuestionVoter{voter=Voter{29}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=4}}",0,"Question{QuestionCommittee{λ=33/4, rank=2}}",1,"Question{QuestionVoter{voter=Voter{2}, a=6, b=1}}",1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=15}}"
430,1,"Question{QuestionVoter{voter=Voter{23}, a=2, b=9}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{1}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{25}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{14}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{3}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{22}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{17}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{21}, a=1, b=14}}"
431,0,"Question{QuestionCommittee{λ=31/2, rank=3}}",1,"Question{QuestionVoter{voter=Voter{14}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{12}, a=12, b=1}}",1,"Question{QuestionVoter{voter=Voter{17}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{7}, a=8, b=5}}",1,"Question{QuestionVoter{voter=Voter{11}, a=15, b=7}}",1,"Question{QuestionVoter{voter=Voter{8}, a=6, b=13}}",1,"Question{QuestionVoter{voter=Voter{18}, a=3, b=14}}",0,"Question{QuestionCommittee{λ=37/8, rank=5}}",1,"Question{QuestionVoter{voter=Voter{10}, a=8, b=14}}"
432,1,"Question{QuestionVoter{voter=Voter{23}, a=15, b=6}}",1,"Question{QuestionVoter{voter=Voter{1}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{13}, a=2, b=1}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{6}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{23}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{24}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{16}, a=5, b=14}}",1,"Question{QuestionVoter{voter=Voter{24}, a=4, b=7}}",1,"Question{QuestionVoter{voter=Voter{16}, a=4, b=14}}"
433,1,"Question{QuestionVoter{voter=Voter{28}, a=3, b=6}}",1,"Question{QuestionVoter{voter=Voter{8}, a=5, b=11}}",1,"Question{QuestionVoter{voter=Voter{10}, a=14, b=1}}",1,"Question{QuestionVoter{voter=Voter{19}, a=15, b=3}}",1,"Question{QuestionVoter{voter=Voter{22}, a=7, b=5}}",1,"Question{QuestionVoter{voter=Voter{20}, a=4, b=13}}",1,"Question{QuestionVoter{voter=Voter{27}, a=5, b=13}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{16}, a=5, b=7}}",1,"Question{QuestionVoter{voter=Voter{13}, a=8, b=14}}"
434,1,"Question{QuestionVoter{voter=Voter{19}, a=15, b=6}}",1,"Question{QuestionVoter{voter=Voter{17}, a=8, b=11}}",1,"Question{QuestionVoter{voter=Voter{1}, a=14, b=15}}",1,"Question{QuestionVoter{voter=Voter{27}, a=5, b=3}}",1,"Question{QuestionVoter{voter=Voter{1}, a=2, b=5}}",1,"Question{QuestionVoter{voter=Voter{2}, a=1, b=11}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{12}, a=14, b=4}}",1,"Question{QuestionVoter{voter=Voter{13}, a=4, b=7}}",1,"Question{QuestionVoter{voter=Voter{30}, a=1, b=9}}"
435,1,"Question{QuestionVoter{voter=Voter{20}, a=2, b=6}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=11}}",1,"Question{QuestionVoter{voter=Voter{8}, a=3, b=8}}",1,"Question{QuestionVoter{voter=Voter{24}, a=15, b=3}}",1,"Question{QuestionVoter{voter=Voter{1}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{28}, a=15, b=11}}",1,"Question{QuestionVoter{voter=Voter{7}, a=2, b=14}}",1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{7}, a=6, b=7}}",0,"Question{QuestionCommittee{λ=61/32, rank=6}}"
436,1,"Question{QuestionVoter{voter=Voter{19}, a=15, b=1}}",1,"Question{QuestionVoter{voter=Voter{7}, a=3, b=11}}",1,"Question{QuestionVoter{voter=Voter{22}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{11}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{29}, a=1, b=7}}",0,"Question{QuestionCommittee{λ=31/2, rank=3}}",1,"Question{QuestionVoter{voter=Voter{12}, a=5, b=11}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=4}}",1,"Question{QuestionVoter{voter=Voter{28}, a=7, b=14}}",1,"Question{QuestionVoter{voter=Voter{4}, a=8, b=9}}"
437,1,"Question{QuestionVoter{voter=Voter{17}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{2}, a=8, b=11}}",1,"Question{QuestionVoter{voter=Voter{16}, a=14, b=13}}",0,"Question{QuestionCommittee{λ=31/2, rank=3}}",1,"Question{QuestionVoter{voter=Voter{7}, a=8, b=12}}",1,"Question{QuestionVoter{voter=Voter{20}, a=15, b=14}}",0,"Question{QuestionCommittee{λ=31/2, rank=2}}",1,"Question{QuestionVoter{voter=Voter{7}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{20}, a=6, b=14}}",1,"Question{QuestionVoter{voter=Voter{23}, a=8, b=7}}"
438,0,"Question{QuestionCommittee{λ=31/2, rank=2}}",1,"Question{QuestionVoter{voter=Voter{2}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{27}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{29}, a=15, b=3}}",1,"Question{QuestionVoter{voter=Voter{26}, a=4, b=12}}",1,"Question{QuestionVoter{voter=Voter{5}, a=5, b=3}}",1,"Question{QuestionVoter{voter=Voter{30}, a=5, b=6}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=2}}",1,"Question{QuestionVoter{voter=Voter{1}, a=6, b=2}}",1,"Question{QuestionVoter{voter=Voter{2}, a=1, b=10}}"
439,1,"Question{QuestionVoter{voter=Voter{3}, a=15, b=6}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{19}, a=2, b=6}}",1,"Question{QuestionVoter{voter=Voter{27}, a=6, b=3}}",1,"Question{QuestionVoter{voter=Voter{4}, a=6, b=12}}",1,"Question{QuestionVoter{voter=Voter{24}, a=15, b=3}}",1,"Question{QuestionVoter{voter=Voter{10}, a=6, b=10}}",1,"Question{QuestionVoter{voter=Voter{23}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{7}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=4}}"
440,1,"Question{QuestionVoter{voter=Voter{27}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{25}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{18}, a=14, b=1}}",1,"Question{QuestionVoter{voter=Voter{18}, a=4, b=3}}",1,"Question{QuestionVoter{voter=Voter{30}, a=2, b=12}}",1,"Question{QuestionVoter{voter=Voter{27}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{13}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{25}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{30}, a=11, b=3}}",1,"Question{QuestionVoter{voter=Voter{18}, a=8, b=4}}"
441,1,"Question{QuestionVoter{voter=Voter{18}, a=12, b=6}}",1,"Question{QuestionVoter{voter=Voter{30}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{7}, a=2, b=8}}",1,"Question{QuestionVoter{voter=Voter{23}, a=15, b=3}}",1,"Question{QuestionVoter{voter=Voter{5}, a=8, b=15}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{2}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{20}, a=2, b=3}}",1,"Question{QuestionVoter{voter=Voter{11}, a=6, b=1}}",1,"Question{QuestionVoter{voter=Voter{29}, a=7, b=4}}"
442,1,"Question{QuestionVoter{voter=Voter{14}, a=14, b=6}}",1,"Question{QuestionVoter{voter=Voter{24}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{12}, a=2, b=11}}",1,"Question{QuestionVoter{voter=Voter{1}, a=15, b=8}}",1,"Question{QuestionVoter{voter=Voter{19}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{16}, a=2, b=13}}",1,"Question{QuestionVoter{voter=Voter{16}, a=1, b=12}}",1,"Question{QuestionVoter{voter=Voter{19}, a=6, b=13}}",1,"Question{QuestionVoter{voter=Voter{1}, a=2, b=1}}",1,"Question{QuestionVoter{voter=Voter{15}, a=7, b=4}}"
443,1,"Question{QuestionVoter{voter=Voter{9}, a=15, b=6}}",1,"Question{QuestionVoter{voter=Voter{15}, a=4, b=10}}",1,"Question{QuestionVoter{voter=Voter{20}, a=2, b=11}}",1,"Question{QuestionVoter{voter=Voter{11}, a=15, b=8}}",1,"Question{QuestionVoter{voter=Voter{24}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{19}, a=5, b=13}}",1,"Question{QuestionVoter{voter=Voter{2}, a=6, b=5}}",1,"Question{QuestionVoter{voter=Voter{28}, a=1, b=13}}",0,"Question{QuestionCommittee{λ=45/16, rank=5}}",1,"Question{QuestionVoter{voter=Voter{23}, a=8, b=4}}"
444,1,"Question{QuestionVoter{voter=Voter{17}, a=5, b=14}}",1,"Question{QuestionVoter{voter=Voter{15}, a=13, b=10}}",1,"Question{QuestionVoter{voter=Voter{12}, a=3, b=11}}",1,"Question{QuestionVoter{voter=Voter{25}, a=3, b=11}}",1,"Question{QuestionVoter{voter=Voter{8}, a=8, b=5}}",1,"Question{QuestionVoter{voter=Voter{28}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{22}, a=2, b=6}}",1,"Question{QuestionVoter{voter=Voter{9}, a=8, b=14}}",1,"Question{QuestionVoter{voter=Voter{10}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{16}, a=8, b=3}}"
445,1,"Question{QuestionVoter{voter=Voter{1}, a=15, b=14}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{7}, a=3, b=11}}",1,"Question{QuestionVoter{voter=Voter{5}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{6}, a=8, b=10}}",1,"Question{QuestionVoter{voter=Voter{28}, a=2, b=13}}",1,"Question{QuestionVoter{voter=Voter{12}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{27}, a=1, b=14}}",1,"Question{QuestionVoter{voter=Voter{25}, a=6, b=9}}",1,"Question{QuestionVoter{voter=Voter{1}, a=8, b=3}}"
446,1,"Question{QuestionVoter{voter=Voter{20}, a=2, b=14}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=2}}",0,"Question{QuestionCommittee{λ=37/8, rank=2}}",1,"Question{QuestionVoter{voter=Voter{4}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{12}, a=2, b=13}}",1,"Question{QuestionVoter{voter=Voter{12}, a=5, b=6}}",0,"Question{QuestionCommittee{λ=37/8, rank=3}}",1,"Question{QuestionVoter{voter=Voter{10}, a=4, b=13}}",1,"Question{QuestionVoter{voter=Voter{15}, a=10, b=3}}"
447,0,"Question{QuestionCommittee{λ=45/16, rank=5}}",1,"Question{QuestionVoter{voter=Voter{22}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{6}, a=14, b=11}}",1,"Question{QuestionVoter{voter=Voter{6}, a=1, b=5}}",1,"Question{QuestionVoter{voter=Voter{28}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{29}, a=4, b=7}}",1,"Question{QuestionVoter{voter=Voter{16}, a=2, b=6}}",0,"Question{QuestionCommittee{λ=45/16, rank=3}}",1,"Question{QuestionVoter{voter=Voter{12}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{17}, a=1, b=3}}"
448,1,"Question{QuestionVoter{voter=Voter{28}, a=15, b=14}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{28}, a=1, b=11}}",1,"Question{QuestionVoter{voter=Voter{6}, a=3, b=5}}",1,"Question{QuestionVoter{voter=Voter{27}, a=1, b=7}}",0,"Question{QuestionCommittee{λ=45/16, rank=5}}",1,"Question{QuestionVoter{voter=Voter{26}, a=10, b=6}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=14}}",1,"Question{QuestionVoter{voter=Voter{29}, a=3, b=13}}",1,"Question{QuestionVoter{voter=Voter{16}, a=1, b=3}}"
449,1,"Question{QuestionVoter{voter=Voter{21}, a=15, b=11}}",1,"Question{QuestionVoter{voter=Voter{4}, a=3, b=15}}",1,"Question{QuestionVoter{voter=Voter{29}, a=14, b=11}}",1,"Question{QuestionVoter{voter=Voter{6}, a=4, b=5}}",1,"Question{QuestionVoter{voter=Voter{14}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{15}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{2}, a=2, b=6}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=14}}",1,"Question{QuestionVoter{voter=Voter{16}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{20}, a=8, b=10}}"
450,1,"Question{QuestionVoter{voter=Voter{17}, a=15, b=11}}",1,"Question{QuestionVoter{voter=Voter{27}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{2}, a=14, b=7}}",1,"Question{QuestionVoter{voter=Voter{17}, a=15, b=5}}",1,"Question{QuestionVoter{voter=Voter{16}, a=8, b=7}}",1,"Question{QuestionVoter{voter=Voter{22}, a=3, b=9}}",1,"Question{QuestionVoter{voter=Voter{21}, a=5, b=14}}",1,"Question{QuestionVoter{voter=Voter{14}, a=3, b=11}}",1,"Question{QuestionVoter{voter=Voter{18}, a=6, b=10}}",1,"Question{QuestionVoter{voter=Voter{27}, a=8, b=5}}"
451,1,"Question{QuestionVoter{voter=Voter{23}, a=2, b=11}}",1,"Question{QuestionVoter{voter=Voter{10}, a=3, b=15}}",1,"Question{QuestionVoter{voter=Voter{18}, a=2, b=12}}",1,"Question{QuestionVoter{voter=Voter{18}, a=1, b=14}}",1,"Question{QuestionVoter{voter=Voter{5}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{2}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{27}, a=5, b=14}}",1,"Question{QuestionVoter{voter=Voter{25}, a=9, b=3}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{19}, a=3, b=5}}"
452,1,"Question{QuestionVoter{voter=Voter{9}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{2}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{28}, a=2, b=12}}",1,"Question{QuestionVoter{voter=Voter{9}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{20}, a=1, b=7}}",1,"Question{QuestionVoter{voter=Voter{15}, a=15, b=9}}",1,"Question{QuestionVoter{voter=Voter{24}, a=1, b=14}}",1,"Question{QuestionVoter{voter=Voter{12}, a=14, b=3}}",1,"Question{QuestionVoter{voter=Voter{8}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{11}, a=2, b=5}}"
453,1,"Question{QuestionVoter{voter=Voter{8}, a=15, b=12}}",0,"Question{QuestionCommittee{λ=45/16, rank=5}}",1,"Question{QuestionVoter{voter=Voter{20}, a=6, b=12}}",1,"Question{QuestionVoter{voter=Voter{24}, a=15, b=10}}",1,"Question{QuestionVoter{voter=Voter{19}, a=4, b=7}}",1,"Question{QuestionVoter{voter=Voter{29}, a=5, b=4}}",1,"Question{QuestionVoter{voter=Voter{15}, a=11, b=14}}",1,"Question{QuestionVoter{voter=Voter{5}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{28}, a=6, b=10}}",1,"Question{QuestionVoter{voter=Voter{19}, a=4, b=5}}"
454,1,"Question{QuestionVoter{voter=Voter{24}, a=8, b=4}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{11}, a=14, b=12}}",1,"Question{QuestionVoter{voter=Voter{25}, a=15, b=10}}",1,"Question{QuestionVoter{voter=Voter{27}, a=3, b=7}}",1,"Question{QuestionVoter{voter=Voter{10}, a=6, b=4}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{7}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{27}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{30}, a=8, b=5}}"
455,1,"Question{QuestionVoter{voter=Voter{25}, a=5, b=4}}",1,"Question{QuestionVoter{voter=Voter{19}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{3}, a=7, b=3}}",1,"Question{QuestionVoter{voter=Voter{1}, a=2, b=10}}",0,"Question{QuestionCommittee{λ=37/8, rank=5}}",1,"Question{QuestionVoter{voter=Voter{15}, a=3, b=4}}",1,"Question{QuestionVoter{voter=Voter{19}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{28}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{11}, a=6, b=3}}",1,"Question{QuestionVoter{voter=Voter{4}, a=9, b=15}}"
456,0,"Question{QuestionCommittee{λ=33/4, rank=7}}",1,"Question{QuestionVoter{voter=Voter{18}, a=15, b=6}}",0,"Question{QuestionCommittee{λ=33/4, rank=4}}",1,"Question{QuestionVoter{voter=Voter{23}, a=15, b=10}}",1,"Question{QuestionVoter{voter=Voter{29}, a=2, b=7}}",1,"Question{QuestionVoter{voter=Voter{27}, a=15, b=4}}",1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{28}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{7}, a=6, b=3}}",1,"Question{QuestionVoter{voter=Voter{28}, a=2, b=15}}"
457,1,"Question{QuestionVoter{voter=Voter{14}, a=15, b=7}}",1,"Question{QuestionVoter{voter=Voter{9}, a=1, b=6}}",1,"Question{QuestionVoter{voter=Voter{17}, a=14, b=3}}",1,"Question{QuestionVoter{voter=Voter{17}, a=4, b=11}}",1,"Question{QuestionVoter{voter=Voter{28}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{8}, a=15, b=4}}",1,"Question{QuestionVoter{voter=Voter{24}, a=5, b=10}}",1,"Question{QuestionVoter{voter=Voter{22}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{29}, a=5, b=3}}",1,"Question{QuestionVoter{voter=Voter{14}, a=8, b=15}}"
458,1,"Question{QuestionVoter{voter=Voter{6}, a=15, b=2}}",1,"Question{QuestionVoter{voter=Voter{8}, a=9, b=11}}",1,"Question{QuestionVoter{voter=Voter{15}, a=7, b=3}}",0,"Question{QuestionCommittee{λ=33/4, rank=5}}",1,"Question{QuestionVoter{voter=Voter{9}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{26}, a=15, b=13}}",1,"Question{QuestionVoter{voter=Voter{28}, a=3, b=10}}",1,"Question{QuestionVoter{voter=Voter{6}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{26}, a=1, b=3}}",1,"Question{QuestionVoter{voter=Voter{13}, a=8, b=15}}"
459,1,"Question{QuestionVoter{voter=Voter{4}, a=4, b=9}}",1,"Question{QuestionVoter{voter=Voter{22}, a=1, b=11}}",1,"Question{QuestionVoter{voter=Voter{11}, a=14, b=10}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=11}}",1,"Question{QuestionVoter{voter=Voter{26}, a=8, b=2}}",1,"Question{QuestionVoter{voter=Voter{4}, a=9, b=7}}",1,"Question{QuestionVoter{voter=Voter{9}, a=1, b=10}}",1,"Question{QuestionVoter{voter=Voter{8}, a=2, b=10}}",1,"Question{QuestionVoter{voter=Voter{16}, a=6, b=3}}",1,"Question{QuestionVoter{voter=Voter{9}, a=7, b=12}}"
460,1,"Question{QuestionVoter{voter=Voter{29}, a=2, b=13}}",1,"Question{QuestionVoter{voter=Voter{12}, a=1, b=12}}",1,"Question{QuestionVoter{voter=Voter{14}, a=14, b=8}}",1,"Question{QuestionVoter{voter=Voter{29}, a=15, b=11}}",1,"Question{QuestionVoter{voter=Voter{15}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{10}, a=1, b=12}}",1,"Question{QuestionVoter{voter=Voter{22}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{11}, a=1, b=15}}",1,"Question{QuestionVoter{voter=Voter{18}, a=5, b=15}}",1,"Question{QuestionVoter{voter=Voter{17}, a=8, b=5}}"
461,1,"Question{QuestionVoter{voter=Voter{27}, a=1, b=13}}",1,"Question{QuestionVoter{voter=Voter{28}, a=1, b=12}}",1,"Question{QuestionVoter{voter=Voter{18}, a=7, b=2}}",1,"Question{QuestionVoter{voter=Voter{28}, a=1, b=11}}",1,"Question{QuestionVoter{voter=Voter{7}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{14}, a=5, b=8}}",1,"Question{QuestionVoter{voter=Voter{8}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{13}, a=8, b=9}}",1,"Question{QuestionVoter{voter=Voter{28}, a=5, b=15}}",1,"Question{QuestionVoter{voter=Voter{18}, a=8, b=12}}"
462,1,"Question{QuestionVoter{voter=Voter{7}, a=15, b=4}}",1,"Question{QuestionVoter{voter=Voter{8}, a=5, b=12}}",1,"Question{QuestionVoter{voter=Voter{13}, a=3, b=2}}",1,"Question{QuestionVoter{voter=Voter{19}, a=2, b=11}}",1,"Question{QuestionVoter{voter=Voter{20}, a=8, b=6}}",1,"Question{QuestionVoter{voter=Voter{21}, a=9, b=8}}",1,"Question{QuestionVoter{voter=Voter{25}, a=5, b=9}}",1,"Question{QuestionVoter{voter=Voter{28}, a=1, b=9}}",1,"Question{QuestionVoter{voter=Voter{10}, a=6, b=15}}",1,"Question{QuestionVoter{voter=Voter{22}, a=2, b=12}}"
